year,id_,childs,educ,degree,partyid,polviews,gunlaw,owngun,ballot
2024,2142,.n:  No answer,3 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,2143,1,3 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2144,2,1 year of college,High school,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2145,0,5 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2146,1,3 years of college,Associate/junior college,"Independent, close to republican",Conservative,FAVOR,NO,Ballot c
2024,2147,4,12th grade,High school,Other party,"Moderate, middle of the road",.d:  Do not Know/Cannot Choose,NO,Ballot a
2024,2148,2,12th grade,High school,"Independent (neither, no response)",Conservative,FAVOR,NO,Ballot a
2024,2149,1,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2150,1,8 or more years of college,Graduate,Not very strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2151,0,5 years of college,Bachelor's,Strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2152,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2153,0,4 years of college,Bachelor's,Strong democrat,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2154,0,12th grade,High school,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2155,2,5 years of college,Graduate,Strong republican,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2156,2,2 years of college,High school,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,2157,3,2 years of college,High school,"Independent (neither, no response)",Liberal,FAVOR,NO,Ballot c
2024,2158,0,8 or more years of college,Graduate,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2159,2,4 years of college,Bachelor's,"Independent, close to democrat","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2160,2,1 year of college,High school,Strong democrat,Slightly liberal,FAVOR,NO,Ballot a
2024,2161,2,.n:  No answer,Less than high school,"Independent (neither, no response)",.s:  Skipped on Web,OPPOSE,NO,Ballot a
2024,2162,0,4 years of college,Bachelor's,"Independent (neither, no response)",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2163,0,3 years of college,High school,Not very strong democrat,Slightly liberal,FAVOR,NO,Ballot c
2024,2164,0,4 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2165,0,3 years of college,High school,Other party,"Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,2166,3,8 or more years of college,High school,"Independent, close to republican","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2167,0,1 year of college,High school,"Independent, close to republican","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2168,0,12th grade,High school,Strong republican,Conservative,FAVOR,YES,Ballot a
2024,2169,0,2 years of college,Associate/junior college,"Independent, close to republican","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2170,0,2 years of college,High school,Not very strong democrat,Slightly liberal,FAVOR,NO,Ballot a
2024,2171,0,3 years of college,High school,Not very strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,2172,0,12th grade,High school,Strong republican,Extremely conservative,FAVOR,YES,Ballot c
2024,2173,4,1 year of college,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,2174,2,6 years of college,Graduate,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2175,5,12th grade,High school,Strong republican,Conservative,FAVOR,NO,Ballot a
2024,2176,0,1 year of college,High school,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2177,0,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2178,0,4 years of college,Bachelor's,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2179,1,2 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2180,2,6 years of college,Graduate,Not very strong democrat,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2181,1,5 years of college,Bachelor's,Strong democrat,"Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,2182,2,12th grade,High school,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,FAVOR,NO,Ballot a
2024,2183,4,12th grade,High school,"Independent, close to democrat",Slightly liberal,.d:  Do not Know/Cannot Choose,NO,Ballot c
2024,2184,3,12th grade,High school,Strong republican,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2185,2,3 years of college,Associate/junior college,Strong republican,Extremely conservative,OPPOSE,NO,Ballot c
2024,2186,0,12th grade,High school,Not very strong republican,Slightly conservative,OPPOSE,YES,Ballot a
2024,2187,1,11th grade,High school,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2188,3,12th grade,High school,Not very strong republican,Conservative,OPPOSE,NO,Ballot c
2024,2189,1,6 years of college,Graduate,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2190,3,6 years of college,Graduate,Strong republican,Conservative,OPPOSE,NO,Ballot a
2024,2191,1,12th grade,High school,"Independent (neither, no response)",Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2192,5,10th grade,Less than high school,Not very strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,2193,1,9th grade,Less than high school,Strong republican,Conservative,OPPOSE,YES,Ballot c
2024,2194,2,1 year of college,High school,Other party,Extremely conservative,FAVOR,YES,Ballot c
2024,2195,.n:  No answer,11th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,2196,0,12th grade,High school,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,YES,Ballot c
2024,2197,3,4 years of college,Bachelor's,"Independent (neither, no response)",Slightly liberal,FAVOR,YES,Ballot a
2024,2198,2,1 year of college,High school,"Independent, close to democrat","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,2199,3,1 year of college,High school,Not very strong republican,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2200,2,12th grade,High school,"Independent, close to republican",Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2201,5,12th grade,High school,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,FAVOR,NO,Ballot a
2024,2202,1,8 or more years of college,Graduate,Strong democrat,Extremely liberal,FAVOR,NO,Ballot a
2024,2203,1,12th grade,High school,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2204,0,2 years of college,High school,Not very strong democrat,Slightly liberal,FAVOR,YES,Ballot c
2024,2205,2,2 years of college,High school,Not very strong republican,Slightly conservative,FAVOR,YES,Ballot a
2024,2206,0,5 years of college,Bachelor's,"Independent, close to republican",Slightly conservative,FAVOR,NO,Ballot c
2024,2207,2,12th grade,High school,Not very strong republican,Conservative,OPPOSE,NO,Ballot c
2024,2208,4,12th grade,High school,"Independent (neither, no response)",.d:  Do not Know/Cannot Choose,FAVOR,NO,Ballot a
2024,2209,2,6 years of college,Graduate,"Independent (neither, no response)",.s:  Skipped on Web,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2210,1,8 or more years of college,Less than high school,Strong democrat,Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2211,1,6 years of college,Graduate,Strong republican,Extremely conservative,OPPOSE,NO,Ballot a
2024,2212,2,1 year of college,High school,Not very strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,2213,2,2 years of college,High school,Strong republican,Conservative,FAVOR,YES,Ballot a
2024,2214,3,4 years of college,Bachelor's,Not very strong democrat,.d:  Do not Know/Cannot Choose,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2215,3,2 years of college,Graduate,Strong republican,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2216,0,12th grade,High school,"Independent, close to republican",Slightly conservative,OPPOSE,YES,Ballot a
2024,2217,7,12th grade,High school,Other party,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2218,0,12th grade,High school,"Independent (neither, no response)",Conservative,OPPOSE,YES,Ballot c
2024,2219,2,4 years of college,Bachelor's,Strong democrat,Liberal,FAVOR,NO,Ballot c
2024,2220,2,4 years of college,Bachelor's,Not very strong republican,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2221,0,6 years of college,Graduate,Strong democrat,Extremely liberal,FAVOR,NO,Ballot c
2024,2222,5,6 years of college,Graduate,Strong republican,Conservative,.s:  Skipped on Web,YES,Ballot a
2024,2223,2,4 years of college,Bachelor's,Strong democrat,Liberal,FAVOR,YES,Ballot a
2024,2224,3,12th grade,High school,Strong republican,"Moderate, middle of the road",OPPOSE,NO,Ballot c
2024,2225,3,10th grade,Less than high school,"Independent (neither, no response)",Extremely conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2226,1,10th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2227,4,1 year of college,High school,"Independent (neither, no response)",Slightly conservative,OPPOSE,NO,Ballot a
2024,2228,4,12th grade,High school,"Independent, close to republican",Conservative,OPPOSE,NO,Ballot a
2024,2229,2,1 year of college,High school,Strong democrat,Liberal,FAVOR,YES,Ballot a
2024,2230,0,9th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2231,6,4 years of college,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2232,0,12th grade,High school,"Independent, close to republican","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2233,2,12th grade,High school,Strong republican,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2234,2,12th grade,High school,"Independent, close to democrat","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2235,4,3 years of college,Associate/junior college,Strong democrat,Extremely liberal,FAVOR,NO,Ballot a
2024,2236,2,9th grade,Less than high school,Strong republican,Extremely conservative,FAVOR,NO,Ballot a
2024,2237,1,1 year of college,High school,Not very strong democrat,Extremely liberal,OPPOSE,NO,Ballot c
2024,2238,3,12th grade,High school,Not very strong republican,Liberal,FAVOR,NO,Ballot c
2024,2239,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2240,3,4 years of college,Bachelor's,Strong democrat,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2241,2,2 years of college,High school,Strong republican,Extremely conservative,FAVOR,YES,Ballot a
2024,2242,3,12th grade,High school,Not very strong democrat,"Moderate, middle of the road",FAVOR,YES,Ballot a
2024,2243,0,12th grade,High school,Not very strong republican,Slightly conservative,OPPOSE,YES,Ballot c
2024,2244,2,11th grade,High school,Strong democrat,"Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2245,2,2 years of college,Associate/junior college,"Independent (neither, no response)",Slightly conservative,.s:  Skipped on Web,NO,Ballot a
2024,2246,4,4 years of college,Bachelor's,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2247,0,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2248,2,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2249,4,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2250,2,4 years of college,High school,Strong republican,Extremely conservative,FAVOR,NO,Ballot a
2024,2251,4,4 years of college,Associate/junior college,Strong democrat,Liberal,FAVOR,YES,Ballot c
2024,2252,2,2 years of college,Bachelor's,"Independent (neither, no response)","Moderate, middle of the road",.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2253,1,2 years of college,Associate/junior college,Not very strong republican,"Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2254,3,12th grade,Less than high school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2255,2,2 years of college,High school,Strong republican,Slightly conservative,OPPOSE,YES,Ballot c
2024,2256,2,6 years of college,Graduate,Strong democrat,Liberal,FAVOR,YES,Ballot a
2024,2257,0,2 years of college,Associate/junior college,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,NO,Ballot a
2024,2258,3,12th grade,High school,Strong republican,.d:  Do not Know/Cannot Choose,.d:  Do not Know/Cannot Choose,YES,Ballot a
2024,2259,2,4 years of college,Bachelor's,Strong republican,Extremely conservative,OPPOSE,YES,Ballot a
2024,2260,2,12th grade,High school,Strong republican,"Moderate, middle of the road",FAVOR,YES,Ballot c
2024,2261,1,12th grade,High school,"Independent (neither, no response)",Conservative,OPPOSE,YES,Ballot c
2024,2262,4,4 years of college,Bachelor's,Not very strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2263,2,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",FAVOR,NO,Ballot a
2024,2264,3,12th grade,High school,Strong republican,Conservative,OPPOSE,YES,Ballot c
2024,2265,3,4 years of college,Associate/junior college,Strong democrat,Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2266,0,6 years of college,Graduate,Strong democrat,Slightly liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2267,1,12th grade,High school,"Independent (neither, no response)","Moderate, middle of the road",OPPOSE,YES,Ballot c
2024,2268,3,5 years of college,Graduate,Strong republican,Conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2269,1,1 year of college,High school,"Independent, close to democrat",Liberal,.i:  Inapplicable,.i:  Inapplicable,Ballot b
2024,2270,3,12th grade,Associate/junior college,Strong republican,"Moderate, middle of the road",OPPOSE,YES,Ballot a
2024,2271,2,2 years of college,Associate/junior college,Other party,Conservative,OPPOSE,NO,Ballot a
2024,2272,2,1 year of college,High school,Not very strong democrat,"Moderate, middle of the road",FAVOR,NO,Ballot c
2024,2273,3,5 years of college,Graduate,Not very strong democrat,Slightly conservative,.i:  Inapplicable,.i:  Inapplicable,Ballot b
